Station;Longitude;Latitude;Elevation;Gravity
1505;         -49.84375000;  -16.53125000;  6.840000E+02;  9.782280177794E+05
1506;         -49.83958333;  -16.53125000;  7.020000E+02;  9.782224234983E+05
1507;         -49.83541667;  -16.53125000;  6.950000E+02;  9.782245165609E+05
1508;         -49.83125000;  -16.53125000;  6.730000E+02;  9.782312188213E+05
1509;         -49.82708333;  -16.53125000;  6.870000E+02;  9.782268295392E+05
1510;         -49.82291667;  -16.53125000;  6.900000E+02;  9.782258089872E+05
1511;         -49.81875000;  -16.53125000;  6.780000E+02;  9.782293866624E+05
1512;         -49.81458333;  -16.53125000;  6.870000E+02;  9.782264762619E+05
1513;         -49.81041667;  -16.53125000;  7.130000E+02;  9.782183061086E+05
1514;         -49.80625000;  -16.53125000;  7.280000E+02;  9.782134964963E+05
1515;         -50.17291667;  -16.52708333;  6.300000E+02;  9.782752614709E+05
1516;         -50.16875000;  -16.52708333;  6.170000E+02;  9.782785395679E+05
1517;         -50.16458333;  -16.52708333;  6.200000E+02;  9.782768927846E+05
1518;         -50.16041667;  -16.52708333;  6.160000E+02;  9.782774291747E+05
1519;         -50.15625000;  -16.52708333;  5.950000E+02;  9.782832349346E+05
1520;         -50.15208333;  -16.52708333;  5.910000E+02;  9.782838347753E+05
1521;         -50.14791667;  -16.52708333;  5.940000E+02;  9.782823217635E+05
1522;         -50.14375000;  -16.52708333;  6.110000E+02;  9.782765489505E+05
1523;         -50.13958333;  -16.52708333;  6.260000E+02;  9.782714491272E+05
1524;         -50.13541667;  -16.52708333;  6.400000E+02;  9.782667173332E+05
1525;         -50.13125000;  -16.52708333;  6.470000E+02;  9.782642016510E+05
1526;         -50.12708333;  -16.52708333;  6.790000E+02;  9.782540591084E+05
1527;         -50.12291667;  -16.52708333;  6.910000E+02;  9.782501337739E+05
1528;         -50.11875000;  -16.52708333;  6.780000E+02;  9.782539624918E+05
1529;         -50.11458333;  -16.52708333;  6.710000E+02;  9.782560089691E+05
1530;         -50.11041667;  -16.52708333;  6.540000E+02;  9.782611942018E+05
1531;         -50.10625000;  -16.52708333;  6.400000E+02;  9.782655173237E+05
1532;         -50.10208333;  -16.52708333;  6.530000E+02;  9.782615880725E+05
1533;         -50.09791667;  -16.52708333;  6.500000E+02;  9.782626341988E+05
1534;         -50.09375000;  -16.52708333;  6.480000E+02;  9.782634191043E+05
1535;         -50.08958333;  -16.52708333;  6.480000E+02;  9.782636283805E+05
1536;         -50.08541667;  -16.52708333;  6.480000E+02;  9.782638710645E+05
1537;         -50.08125000;  -16.52708333;  6.550000E+02;  9.782619811026E+05
1538;         -50.07708333;  -16.52708333;  6.940000E+02;  9.782502339521E+05
1539;         -50.07291667;  -16.52708333;  7.370000E+02;  9.782372500546E+05
1540;         -50.06875000;  -16.52708333;  7.570000E+02;  9.782313580983E+05
1541;         -50.06458333;  -16.52708333;  7.900000E+02;  9.782214361322E+05
1542;         -50.06041667;  -16.52708333;  7.830000E+02;  9.782238553681E+05
1543;         -50.05625000;  -16.52708333;  7.790000E+02;  9.782253256523E+05
1544;         -50.05208333;  -16.52708333;  7.270000E+02;  9.782416196159E+05
1545;         -50.04791667;  -16.52708333;  7.240000E+02;  9.782427194639E+05
1546;         -50.04375000;  -16.52708333;  7.140000E+02;  9.782459419745E+05
1547;         -50.03958333;  -16.52708333;  7.320000E+02;  9.782404389372E+05
1548;         -50.03541667;  -16.52708333;  7.140000E+02;  9.782460308432E+05
1549;         -50.03125000;  -16.52708333;  7.110000E+02;  9.782469120288E+05
1550;         -50.02708333;  -16.52708333;  7.320000E+02;  9.782402836309E+05
1551;         -50.02291667;  -16.52708333;  7.490000E+02;  9.782348220606E+05
1552;         -50.01875000;  -16.52708333;  7.710000E+02;  9.782277350656E+05
1553;         -50.01458333;  -16.52708333;  7.750000E+02;  9.782261551304E+05
1554;         -50.01041667;  -16.52708333;  7.680000E+02;  9.782279114993E+05
1555;         -50.00625000;  -16.52708333;  7.770000E+02;  9.782246311125E+05
1556;         -50.00208333;  -16.52708333;  7.800000E+02;  9.782231385013E+05
1557;         -49.99791667;  -16.52708333;  7.930000E+02;  9.782184754696E+05
1558;         -49.99375000;  -16.52708333;  7.720000E+02;  9.782242840339E+05
1559;         -49.98958333;  -16.52708333;  7.520000E+02;  9.782297157180E+05
1560;         -49.98541667;  -16.52708333;  7.460000E+02;  9.782307483229E+05
1561;         -49.98125000;  -16.52708333;  7.560000E+02;  9.782267725727E+05
1562;         -49.97708333;  -16.52708333;  7.620000E+02;  9.782239903461E+05
1563;         -49.97291667;  -16.52708333;  7.500000E+02;  9.782267374721E+05
1564;         -49.96875000;  -16.52708333;  7.250000E+02;  9.782334674237E+05
1565;         -49.96458333;  -16.52708333;  7.660000E+02;  9.782197694804E+05
1566;         -49.96041667;  -16.52708333;  8.270000E+02;  9.781998910486E+05
1567;         -49.95625000;  -16.52708333;  7.820000E+02;  9.782127423461E+05
1568;         -49.95208333;  -16.52708333;  7.310000E+02;  9.782274287885E+05
1569;         -49.94791667;  -16.52708333;  7.060000E+02;  9.782340877621E+05
1570;         -49.94375000;  -16.52708333;  7.050000E+02;  9.782333559398E+05
1571;         -49.93958333;  -16.52708333;  6.890000E+02;  9.782372658044E+05
1572;         -49.93541667;  -16.52708333;  6.750000E+02;  9.782405834263E+05
1573;         -49.93125000;  -16.52708333;  6.920000E+02;  9.782343914606E+05
1574;         -49.92708333;  -16.52708333;  6.870000E+02;  9.782350124285E+05
1575;         -49.92291667;  -16.52708333;  6.630000E+02;  9.782415206462E+05
1576;         -49.91875000;  -16.52708333;  6.450000E+02;  9.782462294948E+05
1577;         -49.91458333;  -16.52708333;  6.410000E+02;  9.782466866441E+05
1578;         -49.91041667;  -16.52708333;  6.360000E+02;  9.782475074573E+05
1579;         -49.90625000;  -16.52708333;  6.340000E+02;  9.782474651403E+05
1580;         -49.90208333;  -16.52708333;  6.360000E+02;  9.782462542702E+05
1581;         -49.89791667;  -16.52708333;  6.240000E+02;  9.782494033097E+05
1582;         -49.89375000;  -16.52708333;  6.340000E+02;  9.782458558590E+05
1583;         -49.88958333;  -16.52708333;  6.370000E+02;  9.782445164598E+05
1584;         -49.88541667;  -16.52708333;  6.310000E+02;  9.782459968587E+05
1585;         -49.88125000;  -16.52708333;  6.230000E+02;  9.782481448097E+05
1586;         -49.87708333;  -16.52708333;  6.730000E+02;  9.782325286568E+05
1587;         -49.87291667;  -16.52708333;  7.630000E+02;  9.782046660239E+05
1588;         -49.86875000;  -16.52708333;  7.160000E+02;  9.782189264719E+05
1589;         -49.86458333;  -16.52708333;  6.870000E+02;  9.782276954802E+05
1590;         -49.86041667;  -16.52708333;  6.650000E+02;  9.782343462881E+05
1591;         -49.85625000;  -16.52708333;  6.690000E+02;  9.782330314609E+05
1592;         -49.85208333;  -16.52708333;  6.970000E+02;  9.782243551747E+05
1593;         -49.84791667;  -16.52708333;  7.160000E+02;  9.782184560426E+05
1594;         -49.84375000;  -16.52708333;  7.050000E+02;  9.782217902454E+05
1595;         -49.83958333;  -16.52708333;  7.040000E+02;  9.782220509366E+05
1596;         -49.83541667;  -16.52708333;  6.890000E+02;  9.782266168262E+05
1597;         -49.83125000;  -16.52708333;  6.840000E+02;  9.782280981567E+05
1598;         -49.82708333;  -16.52708333;  7.100000E+02;  9.782200238148E+05
1599;         -49.82291667;  -16.52708333;  6.990000E+02;  9.782233223723E+05
1600;         -49.81875000;  -16.52708333;  6.950000E+02;  9.782244460204E+05
1601;         -49.81458333;  -16.52708333;  7.130000E+02;  9.782187717449E+05
1602;         -49.81041667;  -16.52708333;  7.320000E+02;  9.782127634404E+05
1603;         -49.80625000;  -16.52708333;  7.300000E+02;  9.782131952697E+05
1604;         -50.17291667;  -16.52291667;  6.480000E+02;  9.782697638987E+05
1605;         -50.16875000;  -16.52291667;  6.250000E+02;  9.782761337908E+05
1606;         -50.16458333;  -16.52291667;  6.100000E+02;  9.782800428361E+05
1607;         -50.16041667;  -16.52291667;  6.020000E+02;  9.782818112495E+05
1608;         -50.15625000;  -16.52291667;  5.940000E+02;  9.782836077055E+05
1609;         -50.15208333;  -16.52291667;  5.910000E+02;  9.782838986657E+05
1610;         -50.14791667;  -16.52291667;  5.990000E+02;  9.782808446336E+05
1611;         -50.14375000;  -16.52291667;  6.120000E+02;  9.782763023949E+05
1612;         -50.13958333;  -16.52291667;  6.160000E+02;  9.782745871600E+05
1613;         -50.13541667;  -16.52291667;  6.240000E+02;  9.782716998971E+05
1614;         -50.13125000;  -16.52291667;  6.300000E+02;  9.782694903673E+05
1615;         -50.12708333;  -16.52291667;  6.580000E+02;  9.782605767865E+05
1616;         -50.12291667;  -16.52291667;  6.790000E+02;  9.782538823350E+05
1617;         -50.11875000;  -16.52291667;  6.810000E+02;  9.782530976058E+05
1618;         -50.11458333;  -16.52291667;  6.730000E+02;  9.782554530712E+05
1619;         -50.11041667;  -16.52291667;  6.640000E+02;  9.782581788800E+05
1620;         -50.10625000;  -16.52291667;  6.490000E+02;  9.782628117967E+05
1621;         -50.10208333;  -16.52291667;  6.600000E+02;  9.782594996940E+05
1622;         -50.09791667;  -16.52291667;  6.680000E+02;  9.782571612650E+05
1623;         -50.09375000;  -16.52291667;  6.650000E+02;  9.782582559493E+05
1624;         -50.08958333;  -16.52291667;  6.770000E+02;  9.782547693867E+05
1625;         -50.08541667;  -16.52291667;  6.860000E+02;  9.782522381058E+05
1626;         -50.08125000;  -16.52291667;  6.830000E+02;  9.782534316088E+05
1627;         -50.07708333;  -16.52291667;  7.110000E+02;  9.782450783558E+05
1628;         -50.07291667;  -16.52291667;  7.640000E+02;  9.782290083062E+05
1629;         -50.06875000;  -16.52291667;  8.040000E+02;  9.782169392110E+05
1630;         -50.06458333;  -16.52291667;  8.060000E+02;  9.782165947314E+05
1631;         -50.06041667;  -16.52291667;  7.430000E+02;  9.782363322799E+05
1632;         -50.05625000;  -16.52291667;  7.160000E+02;  9.782449292413E+05
1633;         -50.05208333;  -16.52291667;  7.090000E+02;  9.782473127702E+05
1634;         -50.04791667;  -16.52291667;  7.100000E+02;  9.782471819094E+05
1635;         -50.04375000;  -16.52291667;  7.090000E+02;  9.782476237638E+05
1636;         -50.03958333;  -16.52291667;  7.250000E+02;  9.782427448748E+05
1637;         -50.03541667;  -16.52291667;  7.210000E+02;  9.782440029331E+05
1638;         -50.03125000;  -16.52291667;  7.200000E+02;  9.782442673065E+05
1639;         -50.02708333;  -16.52291667;  7.350000E+02;  9.782395013689E+05
1640;         -50.02291667;  -16.52291667;  7.470000E+02;  9.782355923757E+05
1641;         -50.01875000;  -16.52291667;  7.800000E+02;  9.782250947068E+05
1642;         -50.01458333;  -16.52291667;  7.910000E+02;  9.782213447732E+05
1643;         -50.01041667;  -16.52291667;  7.730000E+02;  9.782265142300E+05
1644;         -50.00625000;  -16.52291667;  7.670000E+02;  9.782278860307E+05
1645;         -50.00208333;  -16.52291667;  7.660000E+02;  9.782276328503E+05
1646;         -49.99791667;  -16.52291667;  7.900000E+02;  9.782195570206E+05
1647;         -49.99375000;  -16.52291667;  7.890000E+02;  9.782191655316E+05
1648;         -49.98958333;  -16.52291667;  7.760000E+02;  9.782224283104E+05
1649;         -49.98541667;  -16.52291667;  7.670000E+02;  9.782243903780E+05
1650;         -49.98125000;  -16.52291667;  7.710000E+02;  9.782222716949E+05
1651;         -49.97708333;  -16.52291667;  7.740000E+02;  9.782204164264E+05
1652;         -49.97291667;  -16.52291667;  7.580000E+02;  9.782243993135E+05
1653;         -49.96875000;  -16.52291667;  7.420000E+02;  9.782283444316E+05
1654;         -49.96458333;  -16.52291667;  8.120000E+02;  9.782056826774E+05
1655;         -49.96041667;  -16.52291667;  8.660000E+02;  9.781879688362E+05
1656;         -49.95625000;  -16.52291667;  8.010000E+02;  9.782069970817E+05
1657;         -49.95208333;  -16.52291667;  7.620000E+02;  9.782179812541E+05
1658;         -49.94791667;  -16.52291667;  7.310000E+02;  9.782264922168E+05
1659;         -49.94375000;  -16.52291667;  7.240000E+02;  9.782276103129E+05
1660;         -49.93958333;  -16.52291667;  7.080000E+02;  9.782315203514E+05
1661;         -49.93541667;  -16.52291667;  7.020000E+02;  9.782323751949E+05
1662;         -49.93125000;  -16.52291667;  7.020000E+02;  9.782314169577E+05
1663;         -49.92708333;  -16.52291667;  6.810000E+02;  9.782369602314E+05
1664;         -49.92291667;  -16.52291667;  6.620000E+02;  9.782419297897E+05
1665;         -49.91875000;  -16.52291667;  6.690000E+02;  9.782389535484E+05
1666;         -49.91458333;  -16.52291667;  6.640000E+02;  9.782397213349E+05
1667;         -49.91041667;  -16.52291667;  6.440000E+02;  9.782451546316E+05
1668;         -49.90625000;  -16.52291667;  6.330000E+02;  9.782478803904E+05
1669;         -49.90208333;  -16.52291667;  6.440000E+02;  9.782439091181E+05
1670;         -49.89791667;  -16.52291667;  6.320000E+02;  9.782470633113E+05
1671;         -49.89375000;  -16.52291667;  6.230000E+02;  9.782493563778E+05
1672;         -49.88958333;  -16.52291667;  6.260000E+02;  9.782480236578E+05
1673;         -49.88541667;  -16.52291667;  6.250000E+02;  9.782479763698E+05
1674;         -49.88125000;  -16.52291667;  6.270000E+02;  9.782470618701E+05
1675;         -49.87708333;  -16.52291667;  6.740000E+02;  9.782323758407E+05
1676;         -49.87291667;  -16.52291667;  7.350000E+02;  9.782134309006E+05
1677;         -49.86875000;  -16.52291667;  7.070000E+02;  9.782218660604E+05
1678;         -49.86458333;  -16.52291667;  6.810000E+02;  9.782297252705E+05
1679;         -49.86041667;  -16.52291667;  6.660000E+02;  9.782342369671E+05
1680;         -49.85625000;  -16.52291667;  6.680000E+02;  9.782335489794E+05
1681;         -49.85208333;  -16.52291667;  6.860000E+02;  9.782279595314E+05
1682;         -49.84791667;  -16.52291667;  7.220000E+02;  9.782168442266E+05
1683;         -49.84375000;  -16.52291667;  7.300000E+02;  9.782143454702E+05
1684;         -49.83958333;  -16.52291667;  7.190000E+02;  9.782176940788E+05
1685;         -49.83541667;  -16.52291667;  6.960000E+02;  9.782247340354E+05
1686;         -49.83125000;  -16.52291667;  7.190000E+02;  9.782176075500E+05
1687;         -49.82708333;  -16.52291667;  7.340000E+02;  9.782129286037E+05
1688;         -49.82291667;  -16.52291667;  7.240000E+02;  9.782159294901E+05
1689;         -49.81875000;  -16.52291667;  7.200000E+02;  9.782170626116E+05
1690;         -49.81458333;  -16.52291667;  7.350000E+02;  9.782123201662E+05
1691;         -49.81041667;  -16.52291667;  7.240000E+02;  9.782155594804E+05
1692;         -49.80625000;  -16.52291667;  7.180000E+02;  9.782172310760E+05
1693;         -50.17291667;  -16.51875000;  6.570000E+02;  9.782670679686E+05
1694;         -50.16875000;  -16.51875000;  6.390000E+02;  9.782718989710E+05
1695;         -50.16458333;  -16.51875000;  6.220000E+02;  9.782764301891E+05
1696;         -50.16041667;  -16.51875000;  6.030000E+02;  9.782815954146E+05
1697;         -50.15625000;  -16.51875000;  5.940000E+02;  9.782837016603E+05
1698;         -50.15208333;  -16.51875000;  5.930000E+02;  9.782833770232E+05
1699;         -50.14791667;  -16.51875000;  6.050000E+02;  9.782790910206E+05
1700;         -50.14375000;  -16.51875000;  6.180000E+02;  9.782745490654E+05
1701;         -50.13958333;  -16.51875000;  6.310000E+02;  9.782700637413E+05
1702;         -50.13541667;  -16.51875000;  6.430000E+02;  9.782659463678E+05
1703;         -50.13125000;  -16.51875000;  6.430000E+02;  9.782655844092E+05
1704;         -50.12708333;  -16.51875000;  6.470000E+02;  9.782640551919E+05
1705;         -50.12291667;  -16.51875000;  6.630000E+02;  9.782588989366E+05
1706;         -50.11875000;  -16.51875000;  6.730000E+02;  9.782556539042E+05
1707;         -50.11458333;  -16.51875000;  6.730000E+02;  9.782555498031E+05
1708;         -50.11041667;  -16.51875000;  6.700000E+02;  9.782564314761E+05
1709;         -50.10625000;  -16.51875000;  6.580000E+02;  9.782601436413E+05
1710;         -50.10208333;  -16.51875000;  6.650000E+02;  9.782580645073E+05
1711;         -50.09791667;  -16.51875000;  6.800000E+02;  9.782535725135E+05
1712;         -50.09375000;  -16.51875000;  6.780000E+02;  9.782543614027E+05
1713;         -50.08958333;  -16.51875000;  6.880000E+02;  9.782514928710E+05
1714;         -50.08541667;  -16.51875000;  6.990000E+02;  9.782483471141E+05
1715;         -50.08125000;  -16.51875000;  7.030000E+02;  9.782473839093E+05
1716;         -50.07708333;  -16.51875000;  7.330000E+02;  9.782384136254E+05
1717;         -50.07291667;  -16.51875000;  7.750000E+02;  9.782257390070E+05
1718;         -50.06875000;  -16.51875000;  8.080000E+02;  9.782158336452E+05
1719;         -50.06458333;  -16.51875000;  7.770000E+02;  9.782256930851E+05
1720;         -50.06041667;  -16.51875000;  7.210000E+02;  9.782432781788E+05
1721;         -50.05625000;  -16.51875000;  6.930000E+02;  9.782521938233E+05
1722;         -50.05208333;  -16.51875000;  6.950000E+02;  9.782517994848E+05
1723;         -50.04791667;  -16.51875000;  6.970000E+02;  9.782513648874E+05
1724;         -50.04375000;  -16.51875000;  6.990000E+02;  9.782508827400E+05
1725;         -50.03958333;  -16.51875000;  7.090000E+02;  9.782478669780E+05
1726;         -50.03541667;  -16.51875000;  7.120000E+02;  9.782469595556E+05
1727;         -50.03125000;  -16.51875000;  7.300000E+02;  9.782413351986E+05
1728;         -50.02708333;  -16.51875000;  7.510000E+02;  9.782347087766E+05
1729;         -50.02291667;  -16.51875000;  7.670000E+02;  9.782295589198E+05
1730;         -50.01875000;  -16.51875000;  7.820000E+02;  9.782246437220E+05
1731;         -50.01458333;  -16.51875000;  7.850000E+02;  9.782233749610E+05
1732;         -50.01041667;  -16.51875000;  7.610000E+02;  9.782304058574E+05
1733;         -50.00625000;  -16.51875000;  7.490000E+02;  9.782336374524E+05
1734;         -50.00208333;  -16.51875000;  7.660000E+02;  9.782277987823E+05
1735;         -49.99791667;  -16.51875000;  7.880000E+02;  9.782203395228E+05
1736;         -49.99375000;  -16.51875000;  7.920000E+02;  9.782183948617E+05
1737;         -49.98958333;  -16.51875000;  7.840000E+02;  9.782201053153E+05
1738;         -49.98541667;  -16.51875000;  7.770000E+02;  9.782214449135E+05
1739;         -49.98125000;  -16.51875000;  7.730000E+02;  9.782218001191E+05
1740;         -49.97708333;  -16.51875000;  7.710000E+02;  9.782214878217E+05
1741;         -49.97291667;  -16.51875000;  7.650000E+02;  9.782223719621E+05
1742;         -49.96875000;  -16.51875000;  7.550000E+02;  9.782244580339E+05
1743;         -49.96458333;  -16.51875000;  8.020000E+02;  9.782088996675E+05
1744;         -49.96041667;  -16.51875000;  8.200000E+02;  9.782022972434E+05
1745;         -49.95625000;  -16.51875000;  7.680000E+02;  9.782173013844E+05
1746;         -49.95208333;  -16.51875000;  7.550000E+02;  9.782202537591E+05
1747;         -49.94791667;  -16.51875000;  7.430000E+02;  9.782229002307E+05
1748;         -49.94375000;  -16.51875000;  7.310000E+02;  9.782255573932E+05
1749;         -49.93958333;  -16.51875000;  7.110000E+02;  9.782306973895E+05
1750;         -49.93541667;  -16.51875000;  7.030000E+02;  9.782321656286E+05
1751;         -49.93125000;  -16.51875000;  7.060000E+02;  9.782302820150E+05
1752;         -49.92708333;  -16.51875000;  6.900000E+02;  9.782342862820E+05
1753;         -49.92291667;  -16.51875000;  6.870000E+02;  9.782343360628E+05
1754;         -49.91875000;  -16.51875000;  6.910000E+02;  9.782322850814E+05
1755;         -49.91458333;  -16.51875000;  6.760000E+02;  9.782361295445E+05
1756;         -49.91041667;  -16.51875000;  6.460000E+02;  9.782446386716E+05
1757;         -49.90625000;  -16.51875000;  6.340000E+02;  9.782476752360E+05
1758;         -49.90208333;  -16.51875000;  6.570000E+02;  9.782400229689E+05
1759;         -49.89791667;  -16.51875000;  6.610000E+02;  9.782382695749E+05
1760;         -49.89375000;  -16.51875000;  6.340000E+02;  9.782460975352E+05
1761;         -49.88958333;  -16.51875000;  6.240000E+02;  9.782487647815E+05
1762;         -49.88541667;  -16.51875000;  6.260000E+02;  9.782478050978E+05
1763;         -49.88125000;  -16.51875000;  6.460000E+02;  9.782413721965E+05
1764;         -49.87708333;  -16.51875000;  6.850000E+02;  9.782291530678E+05
1765;         -49.87291667;  -16.51875000;  7.050000E+02;  9.782228140494E+05
1766;         -49.86875000;  -16.51875000;  7.010000E+02;  9.782238888195E+05
1767;         -49.86458333;  -16.51875000;  6.830000E+02;  9.782293029037E+05
1768;         -49.86041667;  -16.51875000;  6.910000E+02;  9.782267580312E+05
1769;         -49.85625000;  -16.51875000;  6.950000E+02;  9.782254670043E+05
1770;         -49.85208333;  -16.51875000;  6.960000E+02;  9.782251171986E+05
1771;         -49.84791667;  -16.51875000;  7.320000E+02;  9.782140141480E+05
1772;         -49.84375000;  -16.51875000;  7.690000E+02;  9.782026055979E+05
1773;         -49.83958333;  -16.51875000;  7.720000E+02;  9.782016571084E+05
1774;         -49.83541667;  -16.51875000;  7.620000E+02;  9.782047062537E+05
1775;         -49.83125000;  -16.51875000;  7.870000E+02;  9.781969723036E+05
1776;         -49.82708333;  -16.51875000;  7.900000E+02;  9.781959967502E+05
1777;         -49.82291667;  -16.51875000;  7.670000E+02;  9.782030109948E+05
1778;         -49.81875000;  -16.51875000;  7.330000E+02;  9.782133944439E+05
1779;         -49.81458333;  -16.51875000;  7.110000E+02;  9.782200591624E+05
1780;         -49.81041667;  -16.51875000;  7.030000E+02;  9.782223846039E+05
1781;         -49.80625000;  -16.51875000;  6.970000E+02;  9.782240648852E+05
1782;         -50.17291667;  -16.51458333;  6.560000E+02;  9.782674817218E+05
1783;         -50.16875000;  -16.51458333;  6.470000E+02;  9.782695378850E+05
1784;         -50.16458333;  -16.51458333;  6.190000E+02;  9.782774703513E+05
1785;         -50.16041667;  -16.51458333;  6.000000E+02;  9.782826390046E+05
1786;         -50.15625000;  -16.51458333;  5.940000E+02;  9.782838225057E+05
1787;         -50.15208333;  -16.51458333;  5.960000E+02;  9.782825751233E+05
1788;         -50.14791667;  -16.51458333;  6.150000E+02;  9.782761335712E+05
1789;         -50.14375000;  -16.51458333;  6.270000E+02;  9.782719013168E+05
1790;         -50.13958333;  -16.51458333;  6.340000E+02;  9.782692648047E+05
1791;         -50.13541667;  -16.51458333;  6.460000E+02;  9.782651481604E+05
1792;         -50.13125000;  -16.51458333;  6.450000E+02;  9.782650953942E+05
1793;         -50.12708333;  -16.51458333;  6.350000E+02;  9.782678757834E+05
1794;         -50.12291667;  -16.51458333;  6.480000E+02;  9.782636431093E+05
1795;         -50.11875000;  -16.51458333;  6.630000E+02;  9.782588605739E+05
1796;         -50.11458333;  -16.51458333;  6.660000E+02;  9.782578353158E+05
1797;         -50.11041667;  -16.51458333;  6.670000E+02;  9.782574884124E+05
1798;         -50.10625000;  -16.51458333;  6.630000E+02;  9.782587410398E+05
1799;         -50.10208333;  -16.51458333;  6.680000E+02;  9.782572797150E+05
1800;         -50.09791667;  -16.51458333;  6.670000E+02;  9.782577180280E+05
1801;         -50.09375000;  -16.51458333;  6.540000E+02;  9.782619011544E+05
1802;         -50.08958333;  -16.51458333;  6.560000E+02;  9.782615045745E+05
1803;         -50.08541667;  -16.51458333;  6.630000E+02;  9.782595997877E+05
1804;         -50.08125000;  -16.51458333;  6.750000E+02;  9.782561771357E+05
1805;         -50.07708333;  -16.51458333;  7.070000E+02;  9.782465960125E+05
1806;         -50.07291667;  -16.51458333;  7.780000E+02;  9.782249707525E+05
1807;         -50.06875000;  -16.51458333;  7.580000E+02;  9.782314436519E+05
1808;         -50.06458333;  -16.51458333;  7.310000E+02;  9.782400800350E+05
1809;         -50.06041667;  -16.51458333;  7.060000E+02;  9.782480909520E+05
1810;         -50.05625000;  -16.51458333;  6.920000E+02;  9.782526816961E+05
1811;         -50.05208333;  -16.51458333;  6.980000E+02;  9.782510522964E+05
1812;         -50.04791667;  -16.51458333;  7.190000E+02;  9.782447351009E+05
1813;         -50.04375000;  -16.51458333;  7.110000E+02;  9.782473512926E+05
1814;         -50.03958333;  -16.51458333;  7.010000E+02;  9.782505352792E+05
1815;         -50.03541667;  -16.51458333;  7.080000E+02;  9.782483897138E+05
1816;         -50.03125000;  -16.51458333;  7.260000E+02;  9.782427656269E+05
1817;         -50.02708333;  -16.51458333;  7.420000E+02;  9.782376896936E+05
1818;         -50.02291667;  -16.51458333;  7.490000E+02;  9.782353313454E+05
1819;         -50.01875000;  -16.51458333;  7.630000E+02;  9.782307251195E+05
1820;         -50.01458333;  -16.51458333;  7.670000E+02;  9.782291445195E+05
1821;         -50.01041667;  -16.51458333;  7.510000E+02;  9.782336921732E+05
1822;         -50.00625000;  -16.51458333;  7.410000E+02;  9.782363006976E+05
1823;         -50.00208333;  -16.51458333;  7.560000E+02;  9.782310776384E+05
1824;         -49.99791667;  -16.51458333;  7.760000E+02;  9.782242327842E+05
1825;         -49.99375000;  -16.51458333;  7.890000E+02;  9.782194920419E+05
1826;         -49.98958333;  -16.51458333;  7.790000E+02;  9.782218172880E+05
1827;         -49.98541667;  -16.51458333;  7.650000E+02;  9.782253197860E+05
1828;         -49.98125000;  -16.51458333;  7.560000E+02;  9.782272161647E+05
1829;         -49.97708333;  -16.51458333;  7.520000E+02;  9.782275144731E+05
1830;         -49.97291667;  -16.51458333;  7.520000E+02;  9.782265331619E+05
1831;         -49.96875000;  -16.51458333;  7.470000E+02;  9.782270647738E+05
1832;         -49.96458333;  -16.51458333;  7.570000E+02;  9.782229331772E+05
1833;         -49.96041667;  -16.51458333;  7.690000E+02;  9.782181699028E+05
1834;         -49.95625000;  -16.51458333;  7.440000E+02;  9.782248248042E+05
1835;         -49.95208333;  -16.51458333;  7.020000E+02;  9.782367160094E+05
1836;         -49.94791667;  -16.51458333;  7.080000E+02;  9.782337972488E+05
1837;         -49.94375000;  -16.51458333;  7.150000E+02;  9.782305876601E+05
1838;         -49.93958333;  -16.51458333;  6.960000E+02;  9.782354130771E+05
1839;         -49.93541667;  -16.51458333;  6.770000E+02;  9.782402627960E+05
1840;         -49.93125000;  -16.51458333;  6.960000E+02;  9.782334486532E+05
1841;         -49.92708333;  -16.51458333;  7.020000E+02;  9.782306819941E+05
1842;         -49.92291667;  -16.51458333;  7.130000E+02;  9.782264274110E+05
1843;         -49.91875000;  -16.51458333;  7.060000E+02;  9.782277613560E+05
1844;         -49.91458333;  -16.51458333;  6.800000E+02;  9.782349894160E+05
1845;         -49.91041667;  -16.51458333;  6.420000E+02;  9.782459595224E+05
1846;         -49.90625000;  -16.51458333;  6.320000E+02;  9.782483855284E+05
1847;         -49.90208333;  -16.51458333;  6.520000E+02;  9.782416600364E+05
1848;         -49.89791667;  -16.51458333;  6.700000E+02;  9.782356136097E+05
1849;         -49.89375000;  -16.51458333;  6.560000E+02;  9.782394572752E+05
1850;         -49.88958333;  -16.51458333;  6.390000E+02;  9.782442830859E+05
1851;         -49.88541667;  -16.51458333;  6.350000E+02;  9.782451758663E+05
1852;         -49.88125000;  -16.51458333;  6.650000E+02;  9.782356825105E+05
1853;         -49.87708333;  -16.51458333;  6.750000E+02;  9.782323823324E+05
1854;         -49.87291667;  -16.51458333;  6.770000E+02;  9.782315863851E+05
1855;         -49.86875000;  -16.51458333;  6.910000E+02;  9.782271453994E+05
1856;         -49.86458333;  -16.51458333;  6.970000E+02;  9.782251984512E+05
1857;         -49.86041667;  -16.51458333;  7.110000E+02;  9.782208227579E+05
1858;         -49.85625000;  -16.51458333;  7.300000E+02;  9.782149330143E+05
1859;         -49.85208333;  -16.51458333;  7.420000E+02;  9.782112126895E+05
1860;         -49.84791667;  -16.51458333;  7.570000E+02;  9.782065809200E+05
1861;         -49.84375000;  -16.51458333;  7.880000E+02;  9.781970308024E+05
1862;         -49.83958333;  -16.51458333;  8.020000E+02;  9.781927101146E+05
