Alt,Bouguer,C_Bouguer,Date,drift,Elevation,FreeAir,GravCor,Gravity,Ice,LatCor,Latitude,Longitude,NAME_LAT_Y_LAT_X_ELEV_Z_G_HR_TEMP,Reading,Slope,Station,Terrain,tide,Time,Type,Water,X,Y
0,-68.2741197603896,-68.2741197603896,2023/07/12,0.100522828635421,702.82,10.4143377113013,-206.473103008699,978238.623788219,0,978445.096891227,-16.413445134607,-49.9665526561157,csg7_007 8185049.525 610344.984 702.82 4508.824 13:58:45 226.85,4508.824,0,csg7_007,0,-0.0474385246634483,13:58:45,0,0,610344.984,8185049.525
0,-67.1730753792938,-67.1730753792938,2023/07/12,0.122179435398098,712.55,12.6047630024445,-207.285316797555,978237.706536027,0,978444.991852824,-16.4112963724235,-49.9685647309771,csg7_008 8185288.345 610131.337 712.55 4507.882 15:14:59 226.79,4507.882,0,csg7_008,0,-0.0443473234772682,15:14:59,0,0,610131.337,8185288.345
0,-67.5345472325569,-67.5345472325569,2023/07/12,0.133135576204578,735.857,14.8527670865376,-212.229759685462,978233.230577886,0,978445.460337572,-16.4208781974304,-49.9678985183583,csg7_009 8184227.908 610197.081 735.857 4503.384 15:53:33 226.77,4503.384,0,csg7_009,0,-0.0332616046071053,15:53:33,0,0,610197.081,8184227.908
0,-51.797463152233,-51.797463152233,2023/07/14,0.0158308883982902,815.935,39.555467252656,-212.238810007344,978232.975064609,0,978445.213874616,-16.4158379599262,-50.006532623161,csg9_001 8184806.14 606074.509 815.935 4503.652 11:50:17 226.76,4503.652,0,csg9_001,0,0.0302133690565825,11:50:17,0,0,606074.509,8184806.14
0,-51.6200859637661,-51.6200859637661,2023/07/14,0.0187345957350523,788.892,36.705082061841,-206.743833570159,978238.335370224,0,978445.079203794,-16.4130833217184,-50.0156348159413,csg9_002 8185115.634 605104.048 788.892 4509.026 12:32:26 226.74,4509.026,0,csg9_002,0,0.0136152766644955,12:32:26,0,0,605104.048,8185115.634
0,-53.4841703739398,-53.4841703739398,2023/07/14,0.024668308473837,818.228,38.1254866935123,-214.376401194488,978230.767948967,0,978445.144350162,-16.4144159161493,-50.0245773244067,csg9_003 8184972.821 604148.438 818.228 4501.496 13:58:34 226.75,4501.496,0,csg9_003,0,-0.0297396928071976,13:58:34,0,0,604148.438,8184972.821
0,-53.1710569245129,-53.1710569245129,2023/07/14,0.0264353332232545,817.474,38.3541815194885,-213.915024984512,978231.268541099,0,978445.183566083,-16.4152180467637,-50.0218184524421,csg9_004 8184882.66 604442.606 817.474 4502.007 14:24:13 226.76,4502.007,0,csg9_004,0,-0.0419145859777927,14:24:13,0,0,604442.606,8184882.66
0,-52.4871153740139,-52.4871153740139,2023/07/14,0.0285846966611425,810.391,38.2451030303301,-211.83831800567,978233.410203106,0,978445.248521112,-16.4165465737578,-50.0197171637855,csg9_005 8184734.598 604666.273 810.391 4504.159 14:55:25 226.78,4504.159,0,csg9_005,0,-0.0544019415974617,14:55:25,0,0,604666.273,8184734.598
0,-53.8131038010645,-53.8131038010645,2023/07/14,0.0318856688213604,830.449,39.1648291247319,-217.108410479268,978227.103760935,0,978444.212171415,-16.3953386617704,-50.0249600665333,csg9_006 8187083.576 604117.713 830.449 4497.861 15:43:20 226.78,4497.861,0,csg9_006,0,-0.066145084798336,15:43:20,0,0,604117.713,8187083.576
0,-52.7330410194203,-52.7330410194203,2023/07/14,0.0392511423545074,845.186,41.8948617389937,-218.926157117006,978225.593243444,0,978444.519400561,-16.401628358334,-50.0101052636371,csg9_007 8186380.052 605700.692 845.186 4496.326 17:30:15 226.78,4496.326,0,csg9_007,0,-0.0490280501544476,17:30:15,0,0,605700.692,8186380.052
0,-64.6314144773854,-64.6314144773854,2023/07/05,0.00625508124189899,733.128,17.4503581661162,-208.790010121884,978237.670326632,0,978446.460336754,-16.4413143654689,-49.9918344850357,csg_001 8181979.851 607629.967 733.128 4505.333 09:31:42 226.76,4505.333,0,csg_001,0,-0.0758149325847626,09:31:42,0,0,607629.967,8181979.851
0,-66.8532604104606,-66.8532604104606,2023/07/05,0.00880347855895583,760.247,18.2647836512914,-216.344399560709,978230.316649686,0,978446.661049247,-16.4454134419374,-49.9893356871474,csg_002 8181525.025 607894.493 760.247 4497.946 10:22:38 226.78,4497.946,0,csg_002,0,-0.045040275901556,10:22:38,0,0,607894.493,8181525.025
0,-68.3504889454057,-68.3504889454057,2023/07/05,0.0109507701464628,715.977,11.811039917189,-209.136598374811,978237.821675323,0,978446.958273698,-16.4514818782561,-49.9928010245407,csg_003 8180855.497 607521.173 715.977 4505.417 11:05:33 226.68,4505.417,0,csg_003,0,-0.0131619302555919,11:05:33,0,0,607521.173,8180855.497
0,-62.2306116558081,-62.2306116558081,2023/07/05,0.0151527904608114,730.977,19.6103327926768,-205.966245499323,978240.299950161,0,978446.26619566,-16.4373486295808,-49.9930782367959,csg_004 8182419.255 607499.357 730.977 4507.832 12:29:32 226.77,4507.832,0,csg_004,0,0.0459108874201775,12:29:32,0,0,607499.357,8182419.255
0,-61.7257186775027,-61.7257186775027,2023/07/05,0.0190904645874942,767.832,24.2415498655145,-212.708334006486,978233.441435934,0,978446.149769941,-16.4349699838399,-49.9925177165418,csg_005 8182682.115 607560.513 767.832 4500.941 13:48:14 226.75,4500.941,0,csg_005,0,0.0744589865207672,13:48:14,0,0,607560.513,8182682.115
0,-60.6790990496391,-60.6790990496391,2023/07/05,0.0209700743887527,787.61,27.5025349238938,-215.550760636106,978230.526363779,0,978446.077124415,-16.4334856380356,-49.9913319732752,csg_006 8182845.703 607687.934 787.61 4498.024 14:25:48 226.7,4498.024,0,csg_006,0,0.0745072215795517,14:25:48,0,0,607687.934,8182845.703
0,-59.7397241388751,-59.7397241388751,2023/07/05,0.022923067358827,843.899,34.7440847622696,-225.67977104173,978220.303853976,0,978445.983625018,-16.4315750153899,-49.9906895611273,csg_007 8183056.74 607757.579 843.899 4487.809 15:04:50 226.91,4487.809,0,csg_007,0,0.0650444254279137,15:04:50,0,0,607757.579,8183056.74
